sentiment,source,length
positive,IMDB Review,206
negative,IMDB Review,182
positive,IMDB Review,121
negative,IMDB Review,452
negative,IMDB Review,258
positive,IMDB Review,211
negative,IMDB Review,185
negative,IMDB Review,194
negative,IMDB Review,47
positive,IMDB Review,117
positive,IMDB Review,91
negative,IMDB Review,126
negative,IMDB Review,107
negative,IMDB Review,185
negative,IMDB Review,595
positive,IMDB Review,740
negative,IMDB Review,149
negative,IMDB Review,70
positive,IMDB Review,428
positive,IMDB Review,129
positive,IMDB Review,81
negative,IMDB Review,178
positive,IMDB Review,311
negative,IMDB Review,170
negative,IMDB Review,957
negative,IMDB Review,412
positive,IMDB Review,268
positive,IMDB Review,165
negative,IMDB Review,125
negative,IMDB Review,189
positive,IMDB Review,133
negative,IMDB Review,134
negative,IMDB Review,225
negative,IMDB Review,301
negative,IMDB Review,44
negative,IMDB Review,580
negative,IMDB Review,117
positive,IMDB Review,137
positive,IMDB Review,174
positive,IMDB Review,110
negative,IMDB Review,481
positive,IMDB Review,41
positive,IMDB Review,301
positive,IMDB Review,133
positive,IMDB Review,175
negative,IMDB Review,219
negative,IMDB Review,91
positive,IMDB Review,128
negative,IMDB Review,171
positive,IMDB Review,80
negative,IMDB Review,326
positive,IMDB Review,143
negative,IMDB Review,152
negative,IMDB Review,334
negative,IMDB Review,169
negative,IMDB Review,130
negative,IMDB Review,35
negative,IMDB Review,164
positive,IMDB Review,315
negative,IMDB Review,246
positive,IMDB Review,216
positive,IMDB Review,306
positive,IMDB Review,531
positive,IMDB Review,196
positive,IMDB Review,141
positive,IMDB Review,368
negative,IMDB Review,552
negative,IMDB Review,174
negative,IMDB Review,210
positive,IMDB Review,119
negative,IMDB Review,217
negative,IMDB Review,156
positive,IMDB Review,507
negative,IMDB Review,237
negative,IMDB Review,142
negative,IMDB Review,74
positive,IMDB Review,191
negative,IMDB Review,82
positive,IMDB Review,430
positive,IMDB Review,140
positive,IMDB Review,57
negative,IMDB Review,145
negative,IMDB Review,273
negative,IMDB Review,324
negative,IMDB Review,347
positive,IMDB Review,556
positive,IMDB Review,60
negative,IMDB Review,123
negative,IMDB Review,131
negative,IMDB Review,164
negative,IMDB Review,60
negative,IMDB Review,120
negative,IMDB Review,125
positive,IMDB Review,146
positive,IMDB Review,527
negative,IMDB Review,155
negative,IMDB Review,219
positive,IMDB Review,145
positive,IMDB Review,112
positive,IMDB Review,908
negative,IMDB Review,282
negative,IMDB Review,111
negative,IMDB Review,157
positive,IMDB Review,142
positive,IMDB Review,64
positive,IMDB Review,362
negative,IMDB Review,108
positive,IMDB Review,127
negative,IMDB Review,147
positive,IMDB Review,53
negative,IMDB Review,197
positive,IMDB Review,135
negative,IMDB Review,339
negative,IMDB Review,224
negative,IMDB Review,125
negative,IMDB Review,211
negative,IMDB Review,197
positive,IMDB Review,139
positive,IMDB Review,115
positive,IMDB Review,105
positive,IMDB Review,319
positive,IMDB Review,157
positive,IMDB Review,124
positive,IMDB Review,95
negative,IMDB Review,127
positive,IMDB Review,113
positive,IMDB Review,237
positive,IMDB Review,163
negative,IMDB Review,124
negative,IMDB Review,82
positive,IMDB Review,112
positive,IMDB Review,139
negative,IMDB Review,126
positive,IMDB Review,287
positive,IMDB Review,111
negative,IMDB Review,153
positive,IMDB Review,146
negative,IMDB Review,259
negative,IMDB Review,85
positive,IMDB Review,157
positive,IMDB Review,247
negative,IMDB Review,60
positive,IMDB Review,153
negative,IMDB Review,193
positive,IMDB Review,173
negative,IMDB Review,94
positive,IMDB Review,202
positive,IMDB Review,235
negative,IMDB Review,212
positive,IMDB Review,118
positive,IMDB Review,486
negative,IMDB Review,620
positive,IMDB Review,71
negative,IMDB Review,262
negative,IMDB Review,94
positive,IMDB Review,168
negative,IMDB Review,123
positive,IMDB Review,104
negative,IMDB Review,84
positive,IMDB Review,92
negative,IMDB Review,289
positive,IMDB Review,611
positive,IMDB Review,199
negative,IMDB Review,94
positive,IMDB Review,69
positive,IMDB Review,305
negative,IMDB Review,325
positive,IMDB Review,112
negative,IMDB Review,143
negative,IMDB Review,164
positive,IMDB Review,182
positive,IMDB Review,442
positive,IMDB Review,188
negative,IMDB Review,198
positive,IMDB Review,140
positive,IMDB Review,91
positive,IMDB Review,152
positive,IMDB Review,30
negative,IMDB Review,122
positive,IMDB Review,44
negative,IMDB Review,253
positive,IMDB Review,123
negative,IMDB Review,148
negative,IMDB Review,219
negative,IMDB Review,244
positive,IMDB Review,43
positive,IMDB Review,140
positive,IMDB Review,446
negative,IMDB Review,516
positive,IMDB Review,38
positive,IMDB Review,334
negative,IMDB Review,492
negative,IMDB Review,69
positive,IMDB Review,482
negative,IMDB Review,444
negative,IMDB Review,83
negative,IMDB Review,76
negative,IMDB Review,220
negative,IMDB Review,113
positive,IMDB Review,129
negative,IMDB Review,209
negative,IMDB Review,203
positive,IMDB Review,60
negative,IMDB Review,39
positive,IMDB Review,134
positive,IMDB Review,361
positive,IMDB Review,648
positive,IMDB Review,103
negative,IMDB Review,318
positive,IMDB Review,503
negative,IMDB Review,106
positive,IMDB Review,203
positive,IMDB Review,195
negative,IMDB Review,476
negative,IMDB Review,313
negative,IMDB Review,324
negative,IMDB Review,101
positive,IMDB Review,171
positive,IMDB Review,121
positive,IMDB Review,753
negative,IMDB Review,45
negative,IMDB Review,174
negative,IMDB Review,123
negative,IMDB Review,168
negative,IMDB Review,69
positive,IMDB Review,150
negative,IMDB Review,105
positive,IMDB Review,196
negative,IMDB Review,59
negative,IMDB Review,139
negative,IMDB Review,312
positive,IMDB Review,127
negative,IMDB Review,128
negative,IMDB Review,163
negative,IMDB Review,122
negative,IMDB Review,115
negative,IMDB Review,191
negative,IMDB Review,54
negative,IMDB Review,138
positive,IMDB Review,318
negative,IMDB Review,266
positive,IMDB Review,442
negative,IMDB Review,123
positive,IMDB Review,484
negative,IMDB Review,128
positive,IMDB Review,133
negative,IMDB Review,377
positive,IMDB Review,59
positive,IMDB Review,297
negative,IMDB Review,149
negative,IMDB Review,51
negative,IMDB Review,357
negative,IMDB Review,472
positive,IMDB Review,498
negative,IMDB Review,237
negative,IMDB Review,151
positive,IMDB Review,133
positive,IMDB Review,137
negative,IMDB Review,200
negative,IMDB Review,342
negative,IMDB Review,400
negative,IMDB Review,120
positive,IMDB Review,34
negative,IMDB Review,427
negative,IMDB Review,142
negative,IMDB Review,140
negative,IMDB Review,517
negative,IMDB Review,125
negative,IMDB Review,184
negative,IMDB Review,159
negative,IMDB Review,284
negative,IMDB Review,435
positive,IMDB Review,163
negative,IMDB Review,76
negative,IMDB Review,248
positive,IMDB Review,52
negative,IMDB Review,770
negative,IMDB Review,70
positive,IMDB Review,176
positive,IMDB Review,207
negative,IMDB Review,47
positive,IMDB Review,80
negative,IMDB Review,429
positive,IMDB Review,159
positive,IMDB Review,263
positive,IMDB Review,166
negative,IMDB Review,209
positive,IMDB Review,153
negative,IMDB Review,214
positive,IMDB Review,105
negative,IMDB Review,226
positive,IMDB Review,97
positive,IMDB Review,165
negative,IMDB Review,128
negative,IMDB Review,369
negative,IMDB Review,207
negative,IMDB Review,187
negative,IMDB Review,520
negative,IMDB Review,230
negative,IMDB Review,307
positive,IMDB Review,58
positive,IMDB Review,204
negative,IMDB Review,134
negative,IMDB Review,212
positive,IMDB Review,486
positive,IMDB Review,312
positive,IMDB Review,227
positive,IMDB Review,72
negative,IMDB Review,168
positive,IMDB Review,228
positive,IMDB Review,159
positive,IMDB Review,88
positive,IMDB Review,95
positive,IMDB Review,90
positive,IMDB Review,233
negative,IMDB Review,97
positive,IMDB Review,393
negative,IMDB Review,108
negative,IMDB Review,413
negative,IMDB Review,157
positive,IMDB Review,171
positive,IMDB Review,295
negative,IMDB Review,341
negative,IMDB Review,196
negative,IMDB Review,268
positive,IMDB Review,83
positive,IMDB Review,254
negative,IMDB Review,133
positive,IMDB Review,50
positive,IMDB Review,526
positive,IMDB Review,93
negative,IMDB Review,39
positive,IMDB Review,143
negative,IMDB Review,946
negative,IMDB Review,190
negative,IMDB Review,928
negative,IMDB Review,142
positive,IMDB Review,127
positive,IMDB Review,884
negative,IMDB Review,61
negative,IMDB Review,142
positive,IMDB Review,131
negative,IMDB Review,124
positive,IMDB Review,418
positive,IMDB Review,379
positive,IMDB Review,154
positive,IMDB Review,388
negative,IMDB Review,130
positive,IMDB Review,124
negative,IMDB Review,34
positive,IMDB Review,642
negative,IMDB Review,160
positive,IMDB Review,129
positive,IMDB Review,130
positive,IMDB Review,250
positive,IMDB Review,587
negative,IMDB Review,117
positive,IMDB Review,199
positive,IMDB Review,260
positive,IMDB Review,909
positive,IMDB Review,116
negative,IMDB Review,261
positive,IMDB Review,125
positive,IMDB Review,337
positive,IMDB Review,251
negative,IMDB Review,259
negative,IMDB Review,121
positive,IMDB Review,285
negative,IMDB Review,156
positive,IMDB Review,590
positive,IMDB Review,212
positive,IMDB Review,193
positive,IMDB Review,168
negative,IMDB Review,544
negative,IMDB Review,427
positive,IMDB Review,218
positive,IMDB Review,601
positive,IMDB Review,67
negative,IMDB Review,104
positive,IMDB Review,326
positive,IMDB Review,299
positive,IMDB Review,152
positive,IMDB Review,100
positive,IMDB Review,89
positive,IMDB Review,170
negative,IMDB Review,72
negative,IMDB Review,758
negative,IMDB Review,197
positive,IMDB Review,212
positive,IMDB Review,112
positive,IMDB Review,146
negative,IMDB Review,330
positive,IMDB Review,527
positive,IMDB Review,112
negative,IMDB Review,780
negative,IMDB Review,190
positive,IMDB Review,113
negative,IMDB Review,589
negative,IMDB Review,152
positive,IMDB Review,105
negative,IMDB Review,203
negative,IMDB Review,120
positive,IMDB Review,164
negative,IMDB Review,146
negative,IMDB Review,193
positive,IMDB Review,150
negative,IMDB Review,305
positive,IMDB Review,348
positive,IMDB Review,126
negative,IMDB Review,73
positive,IMDB Review,277
positive,IMDB Review,246
negative,IMDB Review,179
positive,IMDB Review,201
negative,IMDB Review,108
positive,IMDB Review,211
negative,IMDB Review,242
negative,IMDB Review,99
negative,IMDB Review,371
positive,IMDB Review,295
positive,IMDB Review,257
positive,IMDB Review,461
negative,IMDB Review,132
negative,IMDB Review,139
positive,IMDB Review,152
negative,IMDB Review,192
negative,IMDB Review,115
positive,IMDB Review,498
positive,IMDB Review,127
positive,IMDB Review,215
negative,IMDB Review,162
positive,IMDB Review,82
negative,IMDB Review,147
negative,IMDB Review,116
negative,IMDB Review,273
negative,IMDB Review,136
negative,IMDB Review,243
positive,IMDB Review,143
negative,IMDB Review,81
positive,IMDB Review,434
positive,IMDB Review,242
positive,IMDB Review,248
negative,IMDB Review,336
negative,IMDB Review,315
negative,IMDB Review,166
positive,IMDB Review,196
positive,IMDB Review,460
negative,IMDB Review,64
positive,IMDB Review,462
negative,IMDB Review,121
negative,IMDB Review,119
negative,IMDB Review,117
negative,IMDB Review,134
negative,IMDB Review,175
negative,IMDB Review,111
negative,IMDB Review,103
positive,IMDB Review,610
negative,IMDB Review,229
positive,IMDB Review,124
negative,IMDB Review,99
positive,IMDB Review,407
negative,IMDB Review,186
positive,IMDB Review,95
negative,IMDB Review,153
negative,IMDB Review,178
negative,IMDB Review,75
negative,IMDB Review,301
positive,IMDB Review,41
negative,IMDB Review,135
negative,IMDB Review,400
negative,IMDB Review,149
negative,IMDB Review,104
positive,IMDB Review,129
negative,IMDB Review,178
positive,IMDB Review,135
positive,IMDB Review,146
negative,IMDB Review,150
negative,IMDB Review,846
positive,IMDB Review,152
positive,IMDB Review,349
negative,IMDB Review,155
positive,IMDB Review,177
negative,IMDB Review,167
negative,IMDB Review,95
positive,IMDB Review,212
negative,IMDB Review,890
negative,IMDB Review,248
positive,IMDB Review,257
positive,IMDB Review,505
positive,IMDB Review,60
negative,IMDB Review,326
positive,IMDB Review,127
negative,IMDB Review,164
positive,IMDB Review,42
positive,IMDB Review,284
negative,IMDB Review,404
positive,IMDB Review,57
positive,IMDB Review,321
negative,IMDB Review,122
negative,IMDB Review,380
negative,IMDB Review,182
positive,IMDB Review,163
positive,IMDB Review,91
positive,IMDB Review,144
negative,IMDB Review,152
negative,IMDB Review,265
negative,IMDB Review,351
negative,IMDB Review,131
negative,IMDB Review,166
positive,IMDB Review,123
positive,IMDB Review,193
negative,IMDB Review,341
positive,IMDB Review,256
negative,IMDB Review,142
positive,IMDB Review,135
negative,IMDB Review,120
positive,IMDB Review,177
negative,IMDB Review,408
positive,IMDB Review,71
positive,IMDB Review,201
negative,IMDB Review,356
positive,IMDB Review,129
positive,IMDB Review,997
positive,IMDB Review,668
negative,IMDB Review,114
positive,IMDB Review,204
positive,IMDB Review,77
positive,IMDB Review,189
positive,IMDB Review,119
negative,IMDB Review,116
positive,IMDB Review,32
positive,IMDB Review,128
negative,IMDB Review,130
positive,IMDB Review,100
negative,IMDB Review,120
positive,IMDB Review,86
negative,IMDB Review,138
negative,IMDB Review,124
negative,IMDB Review,130
negative,IMDB Review,213
negative,IMDB Review,143
positive,IMDB Review,138
negative,IMDB Review,121
negative,IMDB Review,196
negative,IMDB Review,390
negative,IMDB Review,132
positive,IMDB Review,309
negative,IMDB Review,160
positive,IMDB Review,228
negative,IMDB Review,92
negative,IMDB Review,921
positive,IMDB Review,250
positive,IMDB Review,120
negative,IMDB Review,366
negative,IMDB Review,144
negative,IMDB Review,86
positive,IMDB Review,134
positive,IMDB Review,309
negative,IMDB Review,244
positive,IMDB Review,391
positive,IMDB Review,432
negative,IMDB Review,284
negative,IMDB Review,116
negative,IMDB Review,127
positive,IMDB Review,303
positive,IMDB Review,132
positive,IMDB Review,320
positive,IMDB Review,123
negative,IMDB Review,1001
negative,IMDB Review,82
negative,IMDB Review,110
negative,IMDB Review,137
positive,IMDB Review,474
negative,IMDB Review,170
negative,IMDB Review,121
negative,IMDB Review,118
positive,IMDB Review,67
negative,IMDB Review,244
positive,IMDB Review,709
negative,IMDB Review,214
positive,IMDB Review,641
positive,IMDB Review,246
negative,IMDB Review,162
positive,IMDB Review,52
positive,IMDB Review,52
negative,IMDB Review,141
negative,IMDB Review,149
negative,IMDB Review,103
positive,IMDB Review,441
negative,IMDB Review,204
negative,IMDB Review,269
negative,IMDB Review,1072
positive,IMDB Review,152
negative,IMDB Review,169
positive,IMDB Review,204
negative,IMDB Review,91
positive,IMDB Review,116
positive,IMDB Review,707
positive,IMDB Review,174
positive,IMDB Review,132
positive,IMDB Review,306
positive,IMDB Review,671
negative,IMDB Review,84
positive,IMDB Review,183
positive,IMDB Review,302
positive,IMDB Review,366
positive,IMDB Review,126
negative,IMDB Review,480
positive,IMDB Review,52
positive,IMDB Review,135
negative,IMDB Review,327
positive,IMDB Review,134
positive,IMDB Review,47
positive,IMDB Review,235
negative,IMDB Review,203
negative,IMDB Review,544
positive,IMDB Review,140
positive,IMDB Review,147
negative,IMDB Review,617
negative,IMDB Review,115
negative,IMDB Review,325
negative,IMDB Review,57
negative,IMDB Review,143
positive,IMDB Review,146
negative,IMDB Review,100
negative,IMDB Review,143
negative,IMDB Review,53
positive,IMDB Review,107
negative,IMDB Review,132
negative,IMDB Review,150
negative,IMDB Review,100
positive,IMDB Review,501
negative,IMDB Review,261
positive,IMDB Review,161
positive,IMDB Review,417
negative,IMDB Review,128
negative,IMDB Review,173
positive,IMDB Review,27
positive,IMDB Review,222
positive,IMDB Review,84
positive,IMDB Review,264
negative,IMDB Review,338
negative,IMDB Review,799
negative,IMDB Review,141
positive,IMDB Review,535
positive,IMDB Review,207
negative,IMDB Review,214
positive,IMDB Review,195
positive,IMDB Review,286
positive,IMDB Review,308
negative,IMDB Review,152
negative,IMDB Review,159
negative,IMDB Review,288
negative,IMDB Review,112
positive,IMDB Review,171
negative,IMDB Review,660
positive,IMDB Review,390
negative,IMDB Review,66
positive,IMDB Review,90
positive,IMDB Review,107
positive,IMDB Review,113
positive,IMDB Review,57
negative,IMDB Review,159
positive,IMDB Review,268
positive,IMDB Review,160
negative,IMDB Review,136
positive,IMDB Review,225
negative,IMDB Review,128
positive,IMDB Review,140
positive,IMDB Review,131
positive,IMDB Review,287
positive,IMDB Review,416
negative,IMDB Review,136
positive,IMDB Review,66
positive,IMDB Review,186
positive,IMDB Review,130
negative,IMDB Review,240
negative,IMDB Review,136
positive,IMDB Review,115
negative,IMDB Review,170
negative,IMDB Review,371
positive,IMDB Review,280
negative,IMDB Review,69
negative,IMDB Review,207
negative,IMDB Review,90
positive,IMDB Review,412
negative,IMDB Review,249
positive,IMDB Review,95
negative,IMDB Review,133
positive,IMDB Review,200
negative,IMDB Review,435
negative,IMDB Review,308
positive,IMDB Review,159
positive,IMDB Review,197
negative,IMDB Review,311
negative,IMDB Review,50
negative,IMDB Review,610
positive,IMDB Review,160
positive,IMDB Review,352
negative,IMDB Review,133
negative,IMDB Review,535
positive,IMDB Review,375
negative,IMDB Review,85
positive,IMDB Review,61
positive,IMDB Review,345
positive,IMDB Review,189
positive,IMDB Review,145
positive,IMDB Review,205
positive,IMDB Review,448
positive,IMDB Review,141
negative,IMDB Review,60
negative,IMDB Review,262
negative,IMDB Review,438
negative,IMDB Review,180
negative,IMDB Review,174
positive,IMDB Review,132
negative,IMDB Review,100
negative,IMDB Review,137
positive,IMDB Review,159
negative,IMDB Review,59
negative,IMDB Review,318
negative,IMDB Review,157
positive,IMDB Review,735
negative,IMDB Review,251
positive,IMDB Review,202
positive,IMDB Review,120
positive,IMDB Review,406
negative,IMDB Review,149
negative,IMDB Review,223
negative,IMDB Review,236
negative,IMDB Review,375
negative,IMDB Review,811
positive,IMDB Review,252
positive,IMDB Review,187
negative,IMDB Review,55
positive,IMDB Review,298
negative,IMDB Review,126
positive,IMDB Review,108
positive,IMDB Review,185
negative,IMDB Review,410
negative,IMDB Review,327
positive,IMDB Review,156
positive,IMDB Review,150
positive,IMDB Review,29
positive,IMDB Review,373
positive,IMDB Review,122
negative,IMDB Review,265
positive,IMDB Review,104
negative,IMDB Review,160
negative,IMDB Review,310
positive,IMDB Review,116
negative,IMDB Review,272
negative,IMDB Review,77
positive,IMDB Review,500
negative,IMDB Review,90
positive,IMDB Review,150
negative,IMDB Review,362
negative,IMDB Review,167
negative,IMDB Review,280
positive,IMDB Review,410
positive,IMDB Review,41
positive,IMDB Review,123
positive,IMDB Review,32
positive,IMDB Review,245
negative,IMDB Review,165
negative,IMDB Review,129
negative,IMDB Review,243
positive,IMDB Review,266
positive,IMDB Review,116
positive,IMDB Review,578
negative,IMDB Review,280
positive,IMDB Review,166
negative,IMDB Review,44
positive,IMDB Review,161
positive,IMDB Review,68
negative,IMDB Review,115
positive,IMDB Review,492
negative,IMDB Review,325
negative,IMDB Review,195
positive,IMDB Review,138
negative,IMDB Review,170
positive,IMDB Review,161
negative,IMDB Review,73
negative,IMDB Review,310
positive,IMDB Review,146
positive,IMDB Review,240
positive,IMDB Review,227
negative,IMDB Review,33
positive,IMDB Review,158
positive,IMDB Review,100
positive,IMDB Review,43
positive,IMDB Review,128
negative,IMDB Review,318
negative,IMDB Review,465
negative,IMDB Review,153
negative,IMDB Review,122
negative,IMDB Review,48
positive,IMDB Review,244
negative,IMDB Review,111
negative,IMDB Review,117
positive,IMDB Review,70
positive,IMDB Review,368
negative,IMDB Review,365
positive,IMDB Review,146
negative,IMDB Review,492
negative,IMDB Review,88
positive,IMDB Review,584
negative,IMDB Review,297
negative,IMDB Review,130
negative,IMDB Review,607
negative,IMDB Review,184
positive,IMDB Review,68
positive,IMDB Review,248
negative,IMDB Review,293
negative,IMDB Review,146
positive,IMDB Review,339
positive,IMDB Review,394
positive,IMDB Review,186
negative,IMDB Review,124
negative,IMDB Review,122
positive,IMDB Review,85
negative,IMDB Review,223
positive,IMDB Review,97
positive,IMDB Review,173
negative,IMDB Review,137
positive,IMDB Review,136
negative,IMDB Review,567
positive,IMDB Review,241
negative,IMDB Review,274
negative,IMDB Review,132
positive,IMDB Review,174
positive,IMDB Review,126
negative,IMDB Review,256
negative,IMDB Review,402
negative,IMDB Review,235
positive,IMDB Review,189
negative,IMDB Review,143
negative,IMDB Review,56
negative,IMDB Review,88
negative,IMDB Review,277
positive,IMDB Review,421
positive,IMDB Review,354
negative,IMDB Review,499
negative,IMDB Review,110
negative,IMDB Review,241
positive,IMDB Review,110
negative,IMDB Review,120
positive,IMDB Review,79
negative,IMDB Review,178
positive,IMDB Review,111
negative,IMDB Review,121
negative,IMDB Review,310
negative,IMDB Review,244
negative,IMDB Review,273
negative,IMDB Review,122
negative,IMDB Review,178
positive,IMDB Review,83
negative,IMDB Review,126
negative,IMDB Review,146
positive,IMDB Review,142
positive,IMDB Review,120
positive,IMDB Review,129
negative,IMDB Review,143
positive,IMDB Review,80
negative,IMDB Review,23
positive,IMDB Review,129
negative,IMDB Review,152
negative,IMDB Review,466
negative,IMDB Review,523
negative,IMDB Review,35
positive,IMDB Review,141
negative,IMDB Review,293
negative,IMDB Review,153
positive,IMDB Review,548
positive,IMDB Review,545
positive,IMDB Review,372
negative,IMDB Review,208
negative,IMDB Review,174
negative,IMDB Review,335
positive,IMDB Review,434
positive,IMDB Review,399
positive,IMDB Review,137
negative,IMDB Review,94
negative,IMDB Review,267
negative,IMDB Review,258
positive,IMDB Review,126
negative,IMDB Review,139
positive,IMDB Review,357
positive,IMDB Review,305
positive,IMDB Review,27
positive,IMDB Review,63
negative,IMDB Review,141
positive,IMDB Review,167
negative,IMDB Review,50
negative,IMDB Review,134
positive,IMDB Review,141
positive,IMDB Review,182
positive,IMDB Review,118
negative,IMDB Review,555
negative,IMDB Review,134
negative,IMDB Review,46
positive,IMDB Review,115
negative,IMDB Review,928
negative,IMDB Review,113
negative,IMDB Review,363
negative,IMDB Review,173
positive,IMDB Review,59
negative,IMDB Review,217
positive,IMDB Review,770
positive,IMDB Review,164
positive,IMDB Review,53
negative,IMDB Review,161
positive,IMDB Review,209
positive,IMDB Review,890
positive,IMDB Review,192
positive,IMDB Review,696
positive,IMDB Review,130
positive,IMDB Review,622
negative,IMDB Review,258
positive,IMDB Review,498
negative,IMDB Review,162
positive,IMDB Review,50
positive,IMDB Review,150
positive,IMDB Review,188
negative,IMDB Review,115
positive,IMDB Review,515
negative,IMDB Review,119
positive,IMDB Review,262
positive,IMDB Review,84
negative,IMDB Review,174
negative,IMDB Review,48
positive,IMDB Review,83
positive,IMDB Review,88
positive,IMDB Review,178
positive,IMDB Review,168
negative,IMDB Review,111
positive,IMDB Review,169
negative,IMDB Review,173
negative,IMDB Review,404
positive,IMDB Review,954
positive,IMDB Review,284
negative,IMDB Review,225
negative,IMDB Review,193
positive,IMDB Review,255
positive,IMDB Review,390
positive,IMDB Review,128
positive,IMDB Review,843
negative,IMDB Review,211
negative,IMDB Review,59
positive,IMDB Review,117
positive,IMDB Review,175
negative,IMDB Review,400
positive,IMDB Review,144
positive,IMDB Review,237
negative,IMDB Review,145
negative,IMDB Review,258
positive,IMDB Review,859
negative,IMDB Review,212
positive,IMDB Review,173
negative,IMDB Review,227
negative,IMDB Review,976
negative,IMDB Review,385
negative,IMDB Review,360
positive,IMDB Review,123
positive,IMDB Review,172
positive,IMDB Review,235
negative,IMDB Review,105
positive,IMDB Review,31
positive,IMDB Review,138
positive,IMDB Review,115
positive,IMDB Review,420
positive,IMDB Review,263
negative,IMDB Review,432
positive,IMDB Review,267
negative,IMDB Review,171
positive,IMDB Review,129
negative,IMDB Review,161
positive,IMDB Review,165
negative,IMDB Review,139
positive,IMDB Review,294
negative,IMDB Review,331
positive,IMDB Review,131
negative,IMDB Review,160
negative,IMDB Review,437
negative,IMDB Review,123
positive,IMDB Review,185
positive,IMDB Review,109
negative,IMDB Review,75
positive,IMDB Review,569
negative,IMDB Review,108
positive,IMDB Review,264
negative,IMDB Review,212
negative,IMDB Review,123
positive,IMDB Review,179
negative,IMDB Review,194
positive,IMDB Review,201
negative,IMDB Review,180
positive,IMDB Review,213
positive,IMDB Review,403
positive,IMDB Review,229
negative,IMDB Review,215
negative,IMDB Review,115
positive,IMDB Review,450
negative,IMDB Review,160
positive,IMDB Review,214
positive,IMDB Review,109
negative,IMDB Review,488
negative,IMDB Review,61
negative,IMDB Review,136
positive,IMDB Review,305
negative,IMDB Review,152
negative,IMDB Review,90
negative,IMDB Review,564
negative,IMDB Review,141
negative,IMDB Review,138
positive,IMDB Review,587
positive,IMDB Review,605
positive,IMDB Review,133
negative,IMDB Review,133
negative,IMDB Review,205
negative,IMDB Review,57
negative,IMDB Review,139
positive,IMDB Review,221
negative,IMDB Review,77
positive,IMDB Review,154
negative,IMDB Review,274
positive,IMDB Review,263
positive,IMDB Review,328
positive,IMDB Review,174
positive,IMDB Review,523
positive,IMDB Review,148
positive,IMDB Review,272
positive,IMDB Review,176
positive,IMDB Review,129
positive,IMDB Review,175
negative,IMDB Review,106
negative,IMDB Review,169
positive,IMDB Review,193
negative,IMDB Review,332
positive,IMDB Review,145
positive,IMDB Review,433
positive,IMDB Review,237
negative,IMDB Review,403
positive,IMDB Review,328
positive,IMDB Review,325
negative,IMDB Review,171
positive,IMDB Review,77
positive,IMDB Review,386
positive,IMDB Review,317
positive,IMDB Review,374
negative,IMDB Review,147
positive,IMDB Review,98
positive,IMDB Review,273
positive,IMDB Review,190
positive,IMDB Review,157
positive,IMDB Review,302
positive,IMDB Review,122
positive,IMDB Review,265
negative,IMDB Review,527
positive,IMDB Review,137
negative,IMDB Review,136
negative,IMDB Review,301
positive,IMDB Review,306
positive,IMDB Review,136
positive,IMDB Review,300
negative,IMDB Review,372
positive,IMDB Review,147
negative,IMDB Review,213
negative,IMDB Review,133
negative,IMDB Review,693
negative,IMDB Review,212
positive,IMDB Review,558
positive,IMDB Review,356
positive,IMDB Review,316
negative,IMDB Review,136
negative,IMDB Review,118
positive,IMDB Review,123
positive,IMDB Review,503
positive,IMDB Review,99
negative,IMDB Review,273
positive,IMDB Review,295
negative,IMDB Review,612
positive,IMDB Review,175
negative,IMDB Review,554
positive,IMDB Review,101
negative,IMDB Review,166
negative,IMDB Review,153
positive,IMDB Review,53
positive,IMDB Review,143
negative,IMDB Review,115
negative,IMDB Review,156
negative,IMDB Review,192
positive,IMDB Review,164
negative,IMDB Review,266
negative,IMDB Review,152
negative,IMDB Review,178
negative,IMDB Review,43
negative,IMDB Review,163
negative,IMDB Review,102
negative,IMDB Review,90
positive,IMDB Review,164
positive,IMDB Review,110
positive,IMDB Review,144
negative,IMDB Review,140
positive,IMDB Review,162
negative,IMDB Review,147
positive,IMDB Review,415
positive,IMDB Review,251
positive,IMDB Review,142
positive,IMDB Review,228
negative,IMDB Review,140
negative,IMDB Review,181
negative,IMDB Review,341
positive,IMDB Review,119
positive,IMDB Review,138
negative,IMDB Review,134
positive,IMDB Review,184
negative,IMDB Review,712
negative,IMDB Review,403
negative,IMDB Review,256
negative,IMDB Review,73
positive,IMDB Review,179
negative,IMDB Review,120
positive,IMDB Review,221
positive,IMDB Review,129
positive,IMDB Review,388
positive,IMDB Review,222
negative,IMDB Review,121
negative,IMDB Review,49
negative,IMDB Review,272
negative,IMDB Review,323
negative,IMDB Review,600
negative,IMDB Review,138
positive,IMDB Review,179
positive,IMDB Review,136
positive,IMDB Review,455
positive,IMDB Review,410
positive,IMDB Review,138
negative,IMDB Review,198
positive,IMDB Review,179
positive,IMDB Review,179
negative,IMDB Review,193
positive,IMDB Review,215
negative,IMDB Review,53
negative,IMDB Review,139
positive,IMDB Review,108
positive,IMDB Review,169
negative,IMDB Review,108
negative,IMDB Review,491
negative,IMDB Review,167
positive,IMDB Review,121
negative,IMDB Review,135
negative,IMDB Review,140
negative,IMDB Review,50
positive,IMDB Review,117
negative,IMDB Review,130
positive,IMDB Review,177
negative,IMDB Review,138
positive,IMDB Review,272
positive,IMDB Review,136
negative,IMDB Review,392
negative,IMDB Review,228
positive,IMDB Review,47
negative,IMDB Review,305
positive,IMDB Review,157
